contract,solution_found
0x02bdd435e2fc8b5bfbc913c282210c70ecf57e1d,PUSH 40 MLOAD PUSH 20 PUSH 461bcd PUSH e5 SHL DUP3 MSTORE DUP2 PUSH 4 ADD MSTORE PUSH 84 PUSH 72657373 PUSH e0 PUSH 24 DUP5 PUSH 24 ADD MSTORE SHL DUP3 PUSH 64 ADD PUSH 45524332303a20617070726f76652066726f6d20746865207a65726f20616464 DUP5 PUSH 44 ADD MSTORE MSTORE ADD PUSH [tag] 154
0x02bdd435e2fc8b5bfbc913c282210c70ecf57e1d,PUSH 40 MLOAD PUSH 461bcd PUSH e5 SHL DUP2 MSTORE PUSH 20 PUSH 4 DUP3 ADD MSTORE PUSH 22 PUSH 24 DUP3 ADD MSTORE PUSH 45524332303a20617070726f766520746f20746865207a65726f206164647265 PUSH 44 DUP3 ADD MSTORE PUSH 7373 PUSH f0 SHL PUSH 64 DUP3 ADD MSTORE PUSH 84 ADD PUSH [tag] 154
0x02bdd435e2fc8b5bfbc913c282210c70ecf57e1d,PUSH 1 PUSH 1 PUSH a0 SHL SUB DUP4 DUP2 AND PUSH0 DUP2 DUP2 MSTORE PUSH 2 PUSH 20 SWAP1 DUP2 MSTORE PUSH 40 DUP1 DUP4 KECCAK256 SWAP5 DUP8 AND DUP1 DUP5 MSTORE SWAP5 DUP3 MSTORE SWAP2 DUP3 SWAP1 KECCAK256 DUP6 SWAP1 SSTORE SWAP1 MLOAD DUP5 DUP2 MSTORE PUSH 8c5be1e5ebec7d5bd14f71427d1e84f3dd0314c0f7b2291e5b200ac8c7c3b925 SWAP2 ADD PUSH 40 MLOAD DUP1 SWAP2 SUB SWAP1
0x02bdd435e2fc8b5bfbc913c282210c70ecf57e1d,PUSH 40 MLOAD PUSH 461bcd PUSH e5 SHL DUP2 MSTORE PUSH 20 PUSH 4 DUP3 ADD MSTORE PUSH 25 PUSH 24 DUP3 ADD MSTORE PUSH 45524332303a207472616e736665722066726f6d20746865207a65726f206164 PUSH 44 DUP3 ADD MSTORE PUSH 6472657373 PUSH d8 SHL PUSH 64 DUP3 ADD MSTORE PUSH 84 ADD PUSH [tag] 154
0x02bdd435e2fc8b5bfbc913c282210c70ecf57e1d,PUSH 40 MLOAD PUSH 461bcd PUSH e5 SHL DUP2 MSTORE PUSH 20 PUSH 4 DUP3 ADD MSTORE PUSH 23 PUSH 24 DUP3 ADD MSTORE PUSH 45524332303a207472616e7366657220746f20746865207a65726f2061646472 PUSH 44 DUP3 ADD MSTORE PUSH 657373 PUSH e8 SHL PUSH 64 DUP3 ADD MSTORE PUSH 84 ADD PUSH [tag] 154
0x02bdd435e2fc8b5bfbc913c282210c70ecf57e1d,PUSH 40 MLOAD PUSH 461bcd PUSH e5 SHL DUP2 MSTORE PUSH 20 PUSH 4 DUP3 ADD MSTORE PUSH 29 PUSH 24 DUP3 ADD MSTORE PUSH 5472616e7366657220616d6f756e74206d757374206265206772656174657220 PUSH 44 DUP3 ADD MSTORE PUSH 7468616e207a65726f PUSH b8 SHL PUSH 64 DUP3 ADD MSTORE PUSH 84 ADD PUSH [tag] 154
0x02bdd435e2fc8b5bfbc913c282210c70ecf57e1d,ADDRESS PUSH0 DUP2 DUP2 MSTORE PUSH 1 PUSH 20 MSTORE PUSH 40 SWAP1 DUP2 SWAP1 KECCAK256 SWAP3 SWAP1 SWAP3 SSTORE SWAP1 MLOAD PUSH 1 PUSH 1 PUSH a0 SHL SUB DUP7 AND SWAP1 PUSH ddf252ad1be2c89b69c2b068fc378daa952ba7f163c4a11628f55a4df523b3ef SWAP1 PUSH [tag] 321 SWAP1 DUP6 DUP2 MSTORE PUSH 20 ADD SWAP1
0x02bdd435e2fc8b5bfbc913c282210c70ecf57e1d,PUSH 13 DUP1 SLOAD PUSH ff PUSH a8 SHL NOT AND PUSH 1 PUSH a8 SHL OR SWAP1 SSTORE PUSH 40 DUP1 MLOAD PUSH 2 DUP1 DUP3 MSTORE PUSH 60 DUP3 ADD DUP4 MSTORE PUSH0 SWAP3 PUSH 20 DUP4 ADD SWAP1 DUP1 CALLDATASIZE DUP4
0x02bdd435e2fc8b5bfbc913c282210c70ecf57e1d,PUSH 1 PUSH 1 PUSH a0 SHL SUB SWAP3 DUP4 AND PUSH 20 SWAP2 DUP3 MUL SWAP3 SWAP1 SWAP3 ADD DUP2 ADD SWAP2 SWAP1 SWAP2 MSTORE PUSH 12 SLOAD PUSH 40 DUP1 MLOAD PUSH 15ab88c9 PUSH e3 SHL DUP2 MSTORE SWAP1 MLOAD SWAP2 SWAP1 SWAP4 AND SWAP3 PUSH ad5c4648 SWAP3 PUSH 4 DUP1 DUP4 ADD SWAP4 SWAP2 SWAP3 DUP3 SWAP1 SUB ADD DUP2 DUP7
0x02bdd435e2fc8b5bfbc913c282210c70ecf57e1d,PUSH 12 SLOAD PUSH 40 MLOAD PUSH 791ac947 PUSH e0 SHL DUP2 MSTORE PUSH 1 PUSH 1 PUSH a0 SHL SUB SWAP1 SWAP2 AND SWAP1 PUSH 791ac947 SWAP1 PUSH [tag] 347 SWAP1 DUP6 SWAP1 PUSH0 SWAP1 DUP7 SWAP1 ADDRESS SWAP1 TIMESTAMP SWAP1 PUSH 4 ADD PUSH [tag] 348
0x02bdd435e2fc8b5bfbc913c282210c70ecf57e1d,PUSH 40 MLOAD PUSH 461bcd PUSH e5 SHL DUP2 MSTORE PUSH 20 PUSH 4 DUP3 ADD MSTORE PUSH 21 PUSH 24 DUP3 ADD MSTORE PUSH 536166654d6174683a206d756c7469706c69636174696f6e206f766572666c6f PUSH 44 DUP3 ADD MSTORE PUSH 77 PUSH f8 SHL PUSH 64 DUP3 ADD MSTORE PUSH 84 ADD PUSH [tag] 154
0x02bdd435e2fc8b5bfbc913c282210c70ecf57e1d,PUSH0 PUSH a0 DUP3 ADD DUP8 DUP4 MSTORE PUSH 20 DUP8 PUSH 20 DUP6 ADD MSTORE PUSH a0 PUSH 40 DUP6 ADD MSTORE DUP2 DUP8 MLOAD DUP1 DUP5 MSTORE PUSH c0 DUP7 ADD SWAP2 POP PUSH 20 DUP10 ADD SWAP4 POP PUSH0
0x31c5dec1f10dc084b95c239734dea0adb9c97c9c,DUP1 PUSH 1f ADD PUSH 20 DUP1 SWAP2 DIV MUL PUSH 20 ADD PUSH 40 MLOAD SWAP1 DUP2 ADD PUSH 40 MSTORE DUP1 SWAP3 SWAP2 SWAP1 DUP2 DUP2 MSTORE PUSH 20 ADD DUP3 DUP1 SLOAD PUSH [tag] 66 SWAP1 PUSH [tag] 65
0x31c5dec1f10dc084b95c239734dea0adb9c97c9c,PUSH 40 MLOAD PUSH 461bcd PUSH e5 SHL DUP2 MSTORE PUSH 20 PUSH 4 DUP3 ADD MSTORE PUSH 25 PUSH 24 DUP3 ADD MSTORE PUSH 45524332303a2064656372656173656420616c6c6f77616e63652062656c6f77 PUSH 44 DUP3 ADD MSTORE PUSH 207a65726f PUSH d8 SHL PUSH 64 DUP3 ADD MSTORE PUSH 84 ADD
0x31c5dec1f10dc084b95c239734dea0adb9c97c9c,PUSH 1 PUSH 1 PUSH a0 SHL SUB SWAP2 DUP3 AND PUSH0 SWAP1 DUP2 MSTORE PUSH 1 PUSH 20 SWAP1 DUP2 MSTORE PUSH 40 DUP1 DUP4 KECCAK256 SWAP4 SWAP1 SWAP5 AND DUP3 MSTORE SWAP2 SWAP1 SWAP2 MSTORE KECCAK256 SLOAD SWAP1
0x31c5dec1f10dc084b95c239734dea0adb9c97c9c,PUSH 40 MLOAD PUSH 20 PUSH 461bcd PUSH e5 SHL DUP3 MSTORE DUP2 PUSH 4 ADD MSTORE PUSH 84 PUSH 72657373 PUSH e0 PUSH 24 DUP5 PUSH 24 ADD MSTORE SHL DUP3 PUSH 64 ADD PUSH 45524332303a20617070726f76652066726f6d20746865207a65726f20616464 DUP5 PUSH 44 ADD MSTORE MSTORE ADD PUSH [tag] 100
0x31c5dec1f10dc084b95c239734dea0adb9c97c9c,PUSH 40 MLOAD PUSH 461bcd PUSH e5 SHL DUP2 MSTORE PUSH 20 PUSH 4 DUP3 ADD MSTORE PUSH 22 PUSH 24 DUP3 ADD MSTORE PUSH 45524332303a20617070726f766520746f20746865207a65726f206164647265 PUSH 44 DUP3 ADD MSTORE PUSH 7373 PUSH f0 SHL PUSH 64 DUP3 ADD MSTORE PUSH 84 ADD PUSH [tag] 100
0x31c5dec1f10dc084b95c239734dea0adb9c97c9c,PUSH 1 PUSH 1 PUSH a0 SHL SUB DUP4 DUP2 AND PUSH0 DUP2 DUP2 MSTORE PUSH 1 PUSH 20 SWAP1 DUP2 MSTORE PUSH 40 DUP1 DUP4 KECCAK256 SWAP5 DUP8 AND DUP1 DUP5 MSTORE SWAP5 DUP3 MSTORE SWAP2 DUP3 SWAP1 KECCAK256 DUP6 SWAP1 SSTORE SWAP1 MLOAD DUP5 DUP2 MSTORE PUSH 8c5be1e5ebec7d5bd14f71427d1e84f3dd0314c0f7b2291e5b200ac8c7c3b925 SWAP2 ADD PUSH 40 MLOAD DUP1 SWAP2 SUB SWAP1
0x31c5dec1f10dc084b95c239734dea0adb9c97c9c,PUSH 40 MLOAD PUSH 461bcd PUSH e5 SHL DUP2 MSTORE PUSH 20 PUSH 4 DUP3 ADD MSTORE PUSH 25 PUSH 24 DUP3 ADD MSTORE PUSH 45524332303a207472616e736665722066726f6d20746865207a65726f206164 PUSH 44 DUP3 ADD MSTORE PUSH 6472657373 PUSH d8 SHL PUSH 64 DUP3 ADD MSTORE PUSH 84 ADD PUSH [tag] 100
0x31c5dec1f10dc084b95c239734dea0adb9c97c9c,PUSH 40 MLOAD PUSH 461bcd PUSH e5 SHL DUP2 MSTORE PUSH 20 PUSH 4 DUP3 ADD MSTORE PUSH 23 PUSH 24 DUP3 ADD MSTORE PUSH 45524332303a207472616e7366657220746f20746865207a65726f2061646472 PUSH 44 DUP3 ADD MSTORE PUSH 657373 PUSH e8 SHL PUSH 64 DUP3 ADD MSTORE PUSH 84 ADD PUSH [tag] 100
0x31c5dec1f10dc084b95c239734dea0adb9c97c9c,PUSH 40 MLOAD PUSH 461bcd PUSH e5 SHL DUP2 MSTORE PUSH 20 PUSH 4 DUP3 ADD MSTORE PUSH 26 PUSH 24 DUP3 ADD MSTORE PUSH 45524332303a207472616e7366657220616d6f756e7420657863656564732062 PUSH 44 DUP3 ADD MSTORE PUSH 616c616e6365 PUSH d0 SHL PUSH 64 DUP3 ADD MSTORE PUSH 84 ADD PUSH [tag] 100
0x31c5dec1f10dc084b95c239734dea0adb9c97c9c,PUSH 1 PUSH 1 PUSH a0 SHL SUB DUP5 DUP2 AND PUSH0 DUP2 DUP2 MSTORE PUSH 20 DUP2 DUP2 MSTORE PUSH 40 DUP1 DUP4 KECCAK256 DUP8 DUP8 SUB SWAP1 SSTORE SWAP4 DUP8 AND DUP1 DUP4 MSTORE SWAP2 DUP5 SWAP1 KECCAK256 DUP1 SLOAD DUP8 ADD SWAP1 SSTORE SWAP3 MLOAD DUP6 DUP2 MSTORE SWAP1 SWAP3 PUSH ddf252ad1be2c89b69c2b068fc378daa952ba7f163c4a11628f55a4df523b3ef SWAP2 ADD PUSH 40 MLOAD DUP1 SWAP2 SUB SWAP1
0x31c5dec1f10dc084b95c239734dea0adb9c97c9c,PUSH 40 MLOAD DUP1 PUSH 40 ADD PUSH 40 MSTORE DUP1 PUSH 8 DUP2 MSTORE PUSH 20 ADD PUSH 1592535ddbdc9b19 PUSH c2 SHL DUP2 MSTORE POP PUSH 40 MLOAD DUP1 PUSH 40 ADD PUSH 40 MSTORE DUP1 PUSH 4 DUP2 MSTORE PUSH 20 ADD PUSH 4f4a4545 PUSH e0 SHL DUP2 MSTORE POP DUP2 PUSH 3 SWAP1 DUP2 PUSH [tag] 7 SWAP2 SWAP1 PUSH [tag] 8
0x31c5dec1f10dc084b95c239734dea0adb9c97c9c,SWAP1 SWAP2 SSTORE POP POP PUSH 1 PUSH 1 PUSH a0 SHL SUB DUP3 AND PUSH0 DUP2 DUP2 MSTORE PUSH 20 DUP2 DUP2 MSTORE PUSH 40 DUP1 DUP4 KECCAK256 DUP1 SLOAD DUP7 ADD SWAP1 SSTORE MLOAD DUP5 DUP2 MSTORE PUSH ddf252ad1be2c89b69c2b068fc378daa952ba7f163c4a11628f55a4df523b3ef SWAP2 ADD PUSH 40 MLOAD DUP1 SWAP2 SUB SWAP1
0x31c5dec1f10dc084b95c239734dea0adb9c97c9c,DUP1 PUSH 1f ADD PUSH 20 DUP1 SWAP2 DIV MUL PUSH 20 ADD PUSH 40 MLOAD SWAP1 DUP2 ADD PUSH 40 MSTORE DUP1 SWAP3 SWAP2 SWAP1 DUP2 DUP2 MSTORE PUSH 20 ADD DUP3 DUP1 SLOAD PUSH [tag] 71 SWAP1 PUSH [tag] 70
0x31c5dec1f10dc084b95c239734dea0adb9c97c9c,PUSH 40 MLOAD PUSH 461bcd PUSH e5 SHL DUP2 MSTORE PUSH 20 PUSH 4 DUP3 ADD MSTORE PUSH 25 PUSH 24 DUP3 ADD MSTORE PUSH 45524332303a2064656372656173656420616c6c6f77616e63652062656c6f77 PUSH 44 DUP3 ADD MSTORE PUSH 207a65726f PUSH d8 SHL PUSH 64 DUP3 ADD MSTORE PUSH 84 ADD
0x31c5dec1f10dc084b95c239734dea0adb9c97c9c,PUSH 1 PUSH 1 PUSH a0 SHL SUB SWAP2 DUP3 AND PUSH0 SWAP1 DUP2 MSTORE PUSH 1 PUSH 20 SWAP1 DUP2 MSTORE PUSH 40 DUP1 DUP4 KECCAK256 SWAP4 SWAP1 SWAP5 AND DUP3 MSTORE SWAP2 SWAP1 SWAP2 MSTORE KECCAK256 SLOAD SWAP1
0x31c5dec1f10dc084b95c239734dea0adb9c97c9c,PUSH 40 MLOAD PUSH 20 PUSH 461bcd PUSH e5 SHL DUP3 MSTORE DUP2 PUSH 4 ADD MSTORE PUSH 84 PUSH 72657373 PUSH e0 PUSH 24 DUP5 PUSH 24 ADD MSTORE SHL DUP3 PUSH 64 ADD PUSH 45524332303a20617070726f76652066726f6d20746865207a65726f20616464 DUP5 PUSH 44 ADD MSTORE MSTORE ADD PUSH [tag] 108
0x31c5dec1f10dc084b95c239734dea0adb9c97c9c,PUSH 40 MLOAD PUSH 461bcd PUSH e5 SHL DUP2 MSTORE PUSH 20 PUSH 4 DUP3 ADD MSTORE PUSH 22 PUSH 24 DUP3 ADD MSTORE PUSH 45524332303a20617070726f766520746f20746865207a65726f206164647265 PUSH 44 DUP3 ADD MSTORE PUSH 7373 PUSH f0 SHL PUSH 64 DUP3 ADD MSTORE PUSH 84 ADD PUSH [tag] 108
0x31c5dec1f10dc084b95c239734dea0adb9c97c9c,PUSH 1 PUSH 1 PUSH a0 SHL SUB DUP4 DUP2 AND PUSH0 DUP2 DUP2 MSTORE PUSH 1 PUSH 20 SWAP1 DUP2 MSTORE PUSH 40 DUP1 DUP4 KECCAK256 SWAP5 DUP8 AND DUP1 DUP5 MSTORE SWAP5 DUP3 MSTORE SWAP2 DUP3 SWAP1 KECCAK256 DUP6 SWAP1 SSTORE SWAP1 MLOAD DUP5 DUP2 MSTORE PUSH 8c5be1e5ebec7d5bd14f71427d1e84f3dd0314c0f7b2291e5b200ac8c7c3b925 SWAP2 ADD
0x31c5dec1f10dc084b95c239734dea0adb9c97c9c,PUSH 40 MLOAD PUSH 461bcd PUSH e5 SHL DUP2 MSTORE PUSH 20 PUSH 4 DUP3 ADD MSTORE PUSH 25 PUSH 24 DUP3 ADD MSTORE PUSH 45524332303a207472616e736665722066726f6d20746865207a65726f206164 PUSH 44 DUP3 ADD MSTORE PUSH 6472657373 PUSH d8 SHL PUSH 64 DUP3 ADD MSTORE PUSH 84 ADD PUSH [tag] 108
0x31c5dec1f10dc084b95c239734dea0adb9c97c9c,PUSH 40 MLOAD PUSH 461bcd PUSH e5 SHL DUP2 MSTORE PUSH 20 PUSH 4 DUP3 ADD MSTORE PUSH 23 PUSH 24 DUP3 ADD MSTORE PUSH 45524332303a207472616e7366657220746f20746865207a65726f2061646472 PUSH 44 DUP3 ADD MSTORE PUSH 657373 PUSH e8 SHL PUSH 64 DUP3 ADD MSTORE PUSH 84 ADD PUSH [tag] 108
0x31c5dec1f10dc084b95c239734dea0adb9c97c9c,PUSH 40 MLOAD PUSH 461bcd PUSH e5 SHL DUP2 MSTORE PUSH 20 PUSH 4 DUP3 ADD MSTORE PUSH 26 PUSH 24 DUP3 ADD MSTORE PUSH 45524332303a207472616e7366657220616d6f756e7420657863656564732062 PUSH 44 DUP3 ADD MSTORE PUSH 616c616e6365 PUSH d0 SHL PUSH 64 DUP3 ADD MSTORE PUSH 84 ADD PUSH [tag] 108
0x31c5dec1f10dc084b95c239734dea0adb9c97c9c,PUSH 1 PUSH 1 PUSH a0 SHL SUB DUP5 DUP2 AND PUSH0 DUP2 DUP2 MSTORE PUSH 20 DUP2 DUP2 MSTORE PUSH 40 DUP1 DUP4 KECCAK256 DUP8 DUP8 SUB SWAP1 SSTORE SWAP4 DUP8 AND DUP1 DUP4 MSTORE SWAP2 DUP5 SWAP1 KECCAK256 DUP1 SLOAD DUP8 ADD SWAP1 SSTORE SWAP3 MLOAD DUP6 DUP2 MSTORE SWAP1 SWAP3 PUSH ddf252ad1be2c89b69c2b068fc378daa952ba7f163c4a11628f55a4df523b3ef SWAP2 ADD PUSH 40 MLOAD DUP1 SWAP2 SUB SWAP1
0x31c5dec1f10dc084b95c239734dea0adb9c97c9c,PUSH 40 MLOAD PUSH 461bcd PUSH e5 SHL DUP2 MSTORE PUSH 20 PUSH 4 DUP3 ADD MSTORE PUSH 21 PUSH 24 DUP3 ADD MSTORE PUSH 45524332303a206275726e2066726f6d20746865207a65726f20616464726573 PUSH 44 DUP3 ADD MSTORE PUSH 73 PUSH f8 SHL PUSH 64 DUP3 ADD MSTORE PUSH 84 ADD PUSH [tag] 108
0x31c5dec1f10dc084b95c239734dea0adb9c97c9c,PUSH 40 MLOAD PUSH 461bcd PUSH e5 SHL DUP2 MSTORE PUSH 20 PUSH 4 DUP3 ADD MSTORE PUSH 22 PUSH 24 DUP3 ADD MSTORE PUSH 45524332303a206275726e20616d6f756e7420657863656564732062616c616e PUSH 44 DUP3 ADD MSTORE PUSH 6365 PUSH f0 SHL PUSH 64 DUP3 ADD MSTORE PUSH 84 ADD PUSH [tag] 108
0x31c5dec1f10dc084b95c239734dea0adb9c97c9c,PUSH 1 PUSH 1 PUSH a0 SHL SUB DUP4 AND PUSH0 DUP2 DUP2 MSTORE PUSH 20 DUP2 DUP2 MSTORE PUSH 40 DUP1 DUP4 KECCAK256 DUP7 DUP7 SUB SWAP1 SSTORE PUSH 2 DUP1 SLOAD DUP8 SWAP1 SUB SWAP1 SSTORE MLOAD DUP6 DUP2 MSTORE SWAP2 SWAP3 SWAP2 PUSH ddf252ad1be2c89b69c2b068fc378daa952ba7f163c4a11628f55a4df523b3ef SWAP2 ADD PUSH [tag] 123
0xb85B698db21Ac477Fbc6CBab927E0cf6D3Bb0cb1,PUSH 1 PUSH 1 PUSH a0 SHL SUB SWAP2 DUP3 AND PUSH0 SWAP1 DUP2 MSTORE PUSH 5 PUSH 20 SWAP1 DUP2 MSTORE PUSH 40 DUP1 DUP4 KECCAK256 SWAP4 SWAP1 SWAP5 AND DUP3 MSTORE SWAP2 SWAP1 SWAP2 MSTORE KECCAK256 SLOAD SWAP1
0xb85B698db21Ac477Fbc6CBab927E0cf6D3Bb0cb1,DUP1 PUSH 1f ADD PUSH 20 DUP1 SWAP2 DIV MUL PUSH 20 ADD PUSH 40 MLOAD SWAP1 DUP2 ADD PUSH 40 MSTORE DUP1 SWAP3 SWAP2 SWAP1 DUP2 DUP2 MSTORE PUSH 20 ADD DUP3 DUP1 SLOAD PUSH [tag] 70 SWAP1 PUSH [tag] 69
0xb85B698db21Ac477Fbc6CBab927E0cf6D3Bb0cb1,PUSH 40 MLOAD PUSH e6a43905 PUSH e0 SHL DUP2 MSTORE PUSH c02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 PUSH 4 DUP3 ADD MSTORE ADDRESS PUSH 24 DUP3 ADD MSTORE PUSH0 SWAP1 PUSH 5c69bee701ef814a2b6a3edd4b1652cb9cc5aa6f SWAP1 PUSH e6a43905 SWAP1 PUSH 44 ADD PUSH 20 PUSH 40 MLOAD DUP1 DUP4 SUB DUP2 DUP7
